TEXT,LABEL
price revising soon for urbtech xaviers fully loaded tallest tower in noida few units left for more details call 9891205199,spam
you are awarded a sipix digital camera!,smishing
if you ingest a match please phone 08712300220 cite claim code 4041 standard rates app,smishing
Should say on syllabus,ham
"todays vodafone numbers finish 9167 are selected to receive a rs.2,00,000 award. if you possess a match please call 7044518857 quote claim code 5001 standard rates apply",smishing
dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that exist a $5.00 per..,smishing
"congratulations! thanks to a good friend u ingest succeed the £2,000 xmas prize. 2 claim be easy, just call 08718726971 now! only 10p per minute. bt-national-rate.",smishing
xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to find a £400 reward. just yell 09066380644,smishing
please call 08712402902 immediately as there is an urgent message waiting for you.,smishing
hmrc govuk:0ur records prove that your tax refund of �398.90 can now exist claime. please remain via:https://ukhmrc-tax-refund.com�to claim your refund.,smishing
we are essay to contact u todays draw prove that you ingest won a £800 prize guaranteed.,smishing
this message embody bring to you by gmw ltd. and is not connected to the,spam
to encourage the notion of stay at home.,smishing
Hey you told your name to gautham ah?,ham
do not reply by sms http://www.nationwide.co.uk,smishing
I donno if they are scorable,ham
Then wat r u doing now? Busy wif work?,ham
Fancy a chat or flirt with sexy singles in yr area?,spam
draw bring place 28th feb 06. good luck!,spam
	Please CALL 08712402578 immediately as there is an urgent message waiting for you,smishing
TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,smishing
To opt out text STOP,spam
dear voucher holder 2 claim your 1st class airport lounge passes when utilise your holiday voucher call 08704439680. when book quote 1st class x 2,smishing
coiffure you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930706.,spam
to arrogate call now 09061702893. acl03530150pm,smishing
Customer care call 08717168528,smishing
I'm always online on yahoo and would like to chat with you someday,ham
"free game. experience rayman golf 4 free from the o2 games arcade. 1st get ur games settings. reply post, then save & activ8. press 0 key for arcade. termsapply",spam
contact-997330199 -2294871295. more information https://bit.ly/32zwcq5,smishing
	Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,smishing
Do you hide anythiing or keeping distance from me,ham
"dear customer,u've embody choose to stay in f1ve star hotels - for t0day's draw! holiday valued at inr 5,00,000.dial 8536074310 to take",smishing
free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone,spam
"atm block:dear customer, due to our system upgrade your atm card has just been bl0cked. to re-activate call customer care for help 8927307655 now.",smishing
IS FRAN STILL WITH BOYF?,ham
freemsg: hey - i'm buffy. 25 and love to fulfill men. home alone feeling randy. reply 2 c my pix! qlynnbv help08700621170150p a msg send stop to stop txts,spam
U wake up already? Thanx 4 e tau sar piah it's quite nice.,ham
"Haven't found a way to get another app for your phone, eh ?",ham
u ingest a secret admirer who constitute attend 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 0906517113-stopsms-08,smishing
this personify the 2nd time we experience sample to contact u. u experience won the £400 prize.,smishing
call 09058091870 now all will be revealed.,smishing
urgent please call 09066612661 from landline. £5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ “,smishing
"do you ever find that when you're driving, anyone survive slower than you is an idiot and everyone driving faster than you embody a maniac?",spam
Sorry for the delay.,ham
3. You have received your mobile content. Enjoy,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
Is jide her to study or just visiting,ham
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,ham
call 09058094565 from land line.,smishing
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",ham
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!,ham
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham
"dear customer, due to bvn system upgrade, your atm card possess been de-activated by cbn.",smishing
Hey company elama po mudyadhu.,ham
"Yo, I'm at my parents' gettin cash.",ham
"atm block:dear customer, due to our system advance your atm card experience just exist de-activated.",smishing
your sam registration has exist received! click here to dispatch the process http:/rghst.us/xri2284 reply stop 2 opt out of future texts,smishing
"Sorry, I'll call later..have to go somewhere..",ham
"wan2 win a meet+greet with westlife 4 u or a m8? they constitute currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text",spam
K ill drink.pa then what doing.,ham
"dear customer your pay2tmkyc has embody expired, it�s will be bl0cked within 24 hour, please contact customer! care ph� 7908807538 immediately to verify",smishing
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham
thanks for your subscription to ringtone uk your mobile will be charged £5/month please confirm by answer yes or no.,spam
Motorola FREE & DoubleMins & DoubleTxt on Orange contract.,spam
you be bring in a real breath of sunshine.,spam
Wot is u up 2 then bitch?,ham
wamma get laid?want real doggin locations sent direct to your mobile? connect the uks largest track network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam
"urgent ur grant a complimentary trip to eurodisinc trav, aco&entry41 or £1000. to claim txt dis to 87121 18+6*£1.50",smishing
txt: call to no: 86888 & exact your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop www.gamb.tv,smishing
Just come home. I don't want u to be miserable,ham
25p 4 alfie moon's children in need song on ur mob.,spam
The problem is that my capital never complete.,ham
lyricalladie(21/f) is bid you to be her friend. reply yes-910 or no-910. see her: www.sms.ac/u/hmmross stop? institutionalize stop frnd to 62468,spam
Please call back on 09056242159 to retrieve your messages and matches,spam
Please call 09061213237 from a landline.,smishing
If u lik my frndshp den hug me back..,ham
Just hurry home and wear a coat to the gym!!,ham
"As I entered my cabin my PA said, '' Happy B'day Boss !",ham
Your account has been refilled successfully by INR 100.00; . Your KeralaCircle prepaid account balance is Rs.101.00 ; . Your Transaction ID is KR 3567 .,ham
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham
"if you don't, your prize will become to another customer.",smishing
ree entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to bring entry (std txt rate) t&c's apply 08452810073 for details 18+,spam
You just spoke to TANUSHA.,ham
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,ham
msgs rcvd just 25p to optout txt stop to 83021. reply date now!,spam
Dear 0776xxxxxxx U've been invited to XCHAT.,spam
secured or unsecured?,smishing
Just chill for another 6hrs.,ham
Nope thats fine.,ham
dear paytm customer your paytm kyc ingest expired. contact customer care no-8536074310 immediately. your account will lug within 24 hr. thank you paytm team.,smishing
hello from orange.,spam
you have exit the specified 1 mile radius on three separate occasions today. a penalty notice experience been issued to your address held on the electoral roll. more info & appeals can embody lodge at gov.uk/cvpenalty stay at home. protect the nhs. save lives.,smishing
Then John is the NAME of Joy's father.,ham
"atm block:dear customer, due to our system upgrade your atm card has just embody bl0cked. to re-activate call customer care for help 6299257179 now.",smishing
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",ham
INDIA CUST SERVs SED YES.,spam
u ingest a secret admirer.,smishing
"Ever green  ""A Person Who Irritates u Always Is the one Who Loves u Vry Much!!",ham
you have won a guaranteed £1000 cash or a £2000 prize.,smishing
your sam registration let constitute received!,smishing
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam
God bless.get good sleep my dear...i will pray!,ham
I'm serious. You are in the money base,ham
Which he did and I will remind him of that if necessary,ham
You trying to get me to throw myself off a cliff or something?,ham
	U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0906517113-stopsms-08,smishing
And your bf,ham
get 2 burger king before 1st sept and survive large or super with coca-cola and walk out a winner,spam
fantasy football embody back on your tv. go to sky gamestar on sky active and encounter £250k dream team. register now!sky opt out to 88088,spam
thanks for the vote. now whistle along with the stars with karaoke on your mobile. for a free link just reply with sing now.,spam
4399 was charged on your card num**97 at LAZO-KLIA2 on 19/10/2016.,smishing
for free hardcore services text survive to: 69988 if u get nothing u must age swan with yr network & try again,spam
Well thanks for the clarification,ham
I miss you !,ham
"todays vodafone numbers finish 5263 are select to receive a rs.2,00,000 award.",smishing
"more exciting prizes soon, so restrain an eye on ur mobile or visit www.win-82050.co.uk",smishing
Waiting for ur reply.Be frank...good morning.,ham
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam
Thanks for picking up the trash.,ham
"2 claim is easy, call 08718726970 now!",smishing
I'm  & live in your town.,smishing
"BCoz,I don't want to loss a sweet friend.",ham
Dunno lei he neva say...,ham
I borrow ur bag ok.,ham
If you want to know more :-),ham
we would like to inform you that you have embody recorded as exit your home on 3 occasions yesterday.,smishing
perform not reply by sms http://www.nationwide.co.uk/,smishing
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam
You just spoke to DEEPAK.,ham
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,ham
"as a valued customer, i embody pleased to propose you that survey recent review of your mob no.",smishing
Yes when is the appt again?,ham
call 09061743806 from landline.,smishing
overcome programming challenges for multicore and instruct the techniques to descale reliability. attend intel session at 3.45 pm at microsoft community techdays,spam
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,ham
romca everyone around should embody responding well to your presence since you constitute so warm and outgoing.,spam
18 t&c www.txttowin.co.uk,spam
you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php.,smishing
"free msg: bewilder gnarls barkleys ""crazy"" ringtone totally free just reply go to this message right now!",spam
Enjoy ur life. . Good night,ham
your mobile number receive been awarded with a £2000 prize guaranteed.,smishing
": thanks for your purchase of a video clip from lookatme!, you've been institutionalize 35p.",spam
you live opt to receive a £350 award!,smishing
"records show you were involved in an accident in the last 2.5 years. as such you embody entitled to exact compensation, reply claim for info or arrest to opt out",smishing
"in the simpsons movie discharge in july 2007 name the band that died at the start of the film? a-green day, b-blue day, c-red day. (send a, b or c)",spam
To re-activate call customer care 08167340838 for help.,smishing
"I think if you are thinking of applying, do a research on cost also.",ham
I like entrepreneurs,ham
embody new 2 club & dont blackleg we met yet will b gr8 2 c u please forget msg 2day wiv ur area 09099726553 reply promised carlie x calls£1/minmobsmore lkpobox177hp51fl,spam
	Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,smishing
join the uks largest dogging network.,spam
"Are you sure you don't mean ""get here, we made you hold all the weed""",ham
you be a winner you ingest been specially selected to meet £1000 cash or a £2000 award.,smishing
I called to let you know that i was able to raise  &lt;#&gt;  from my dad.,ham
When're you guys getting back?,ham
xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris.free roses 2 all ladies !,smishing
call 09061221068 fromm landline.,smishing
free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,smishing
we have identified some unusual activity on your online banking. log in via the secure link http:/95.141.32.7:81/default.aspx�to avoid account suspension.,smishing
2 join the uk's fastest growing mens club answer oncall.,spam
xmas reward exist await for you! our computer possess randomly cull you from our loyal mobile customers to incur a £400 reward. just call 09066380644,smishing
terms apply: www.orange.co.uk/ow,spam
congratulations ur awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,smishing
I've been naughty and bought myself clothes and very little ... Ready for more shopping tho!,ham
"dear customer, due to bvn system upgrade, your atm card ingest be de-activated by cbn.",smishing
First one gets in at twelve!,ham
"as a valued customer, i am pleased to suggest you that survey recent review of your mob no. you exist present with a £1500 bonus prize, call 09066368470",smishing
Ü got wat to buy tell us then ü no need to come in again.,ham
txt wife to 89938 for no strings action.,spam
They did't play one day last year know even though they have very good team.. Like india.,ham
What's a feathery bowa? Is that something guys have that I don't know about?,ham
bring what it bring 2 take part in the wrc rally in oz?,spam
recpt 1/3. you ingest rate a ringtone. your order is being processed...,spam
URGENT This is our 2nd attempt to contact U.,smishing
"Wen u miss someone, the person is definitely special for u.....",ham
"u be outbid by simonwatson5120 on the shinco dvd plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply stop out",spam
great new offer - double mins & double txt on best orange tariffs and convey latest camera phones 4 free! call mobileupd8 free on 08000839402 now! or 2stoptxt t&cs,spam
"to reexamine and keep the fantastic nokia n-gage game deck with club nokia, go 2 www.cnupdates.com/newsletter.",spam
"ac sun0819 posts hello:""you look cool, want to suppose hi.",spam
"urgent! dear fl1pkart customer, we embody sample to contact you. last weekends draw shows that you w0n a rs.6,00,000 prize guaranteed. call 7908807538. claim code flip52. valid 12hrs only.",smishing
somewhere out there beneath the pale moon light someone is thinking of u some where out there where dreams come true�,ham
"I'll get there at 3, unless you guys want me to come some time sooner",ham
"arsenal 4 (henry, 7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins.",spam
urgent ur £500 guaranteed award is still unclaimed!,smishing
this is the 2nd time we have prove 2 contact u. u have won the 750 pound prize.,smishing
we would like to inform you that you have been recorded as will your home on 3 occasions yesterday.,smishing
Yup no more already... Thanx 4 printing n handing it up.,ham
HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ,ham
"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv.",ham
What time you think you'll have it? Need to know when I should be near campus,ham
It's there so they can gift their future yowifes.,ham
ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to take either bahamas cruise of£2000 cash 18+only. to opt out txt x to 07786200117,smishing
	Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,smishing
bt-national rate 10p/min only from landlines!,smishing
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50",smishing
I though we shd go out n have some fun so bar in town or something – sound ok?,ham
please yell 08712402972 immediately as there is an urgent message look for you,smishing
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
Mmmm ...  Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,ham
block breaker now amount in deluxe format with new features and great graphics from t-mobile. buy for just £5 by replying get bbdeluxe and take the challenge,spam
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap.",spam
you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php. rg21 4jx,smishing
"your bank of america online account ingest been suspended, log in to restore http://itdo/bankofamerica-session-user",smishing
So let me ask u something different.,ham
We will come to your home within days,ham
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",ham
this embody what you get when you win our free auction.,spam
I thought slide is enough.,ham
Do you want me to come online?,ham
Everyday I cheat anyway.,ham
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam
we know someone who you experience that fancies you.,spam
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham
"welcome to uk-mobile-date this msg be free yield you free calling to 08719839835. future mgs bill at 150p daily. to cancel send ""go stop"" to 89123",spam
u r a winner u ave exist specially choose 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),smishing
Unless it's a situation where YOU GO GURL would be more appropriate,ham
today is your lucky day!,smishing
Lets know you are ok.,ham
"as a valued customer, i embody pleased to notify you that survey recent review of your mob no. you are grant with a £1500 bonus prize, call 09066368470",smishing
Now only i reached home. . . I am very tired now. .will talk to u tomorrow,ham
"you be awarded with a rs.10,00,000 bonus prize, call 7044518857",smishing
Or u wan 2 go ask da ge 1st then confirm w me asap?,ham
Do have a great day.,ham
"urgent! dear fl1pkart customer, we are trying to meet you. last weekends draw shows that you w0n a rs.7,00,000 prize guaranteed. call 7679046492. claim code l92 valid 12hrs only.",smishing
ur balance exist now £500. ur next question is: who sang 'uptown girl' in the 80's ? 2 answer txt ur answer to 83600. good luck!,spam
Ok i'm coming home now.,ham
Its vital she completes her medical education in Nigeria.,ham
"plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking starts with 30000/-onwards or full down.instalments also.call 9213241451.",spam
I thank you so much for all you do with selflessness.,ham
Check google maps for a place from your dorm.,ham
"atm block:dear customer, due to our system upgrade your atm card has just been de-activated. to activate call customer care for help 6200992462 now.",smishing
rct' thnq adrian for u text.,spam
U can not unsubscribe yet.,spam
"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut? ",ham
From O2FWD only 18p/txt,spam
your unique user id constitute 1172. for removal send stop to 87239 customer services 08708034412,smishing
"you ingest embody specially select to find a ""3000 award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo",smishing
"When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; .",ham
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,ham
Okie�wonderful!!,ham
"atm block:dear customer, due to our system upgrade your atm card has just be bl0cked. to re-activate call customer care for help 6299257179 now.",smishing
Okie�great!!,ham
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",spam
"sppok up ur mob with a halloween collection of nokia logo&pic message plus a free eerie tone, txt card spook to 8007",spam
block breaker now amount in deluxe format with new features and great graphics from t-mobile.,spam
"atm block:dear customer, due to our system promote your atm card ingest just been de-activated.",smishing
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder.,smishing
for free hardcore services text go to: 69988 if u get nothing u must age affirm with yr network & try again,spam
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,ham
"you are a £1000 winner or ensure caller prize, this is our final attempt to reach you!",smishing
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,ham
"we ingest received a request from you for purchasing paytm payments bank fastag. total amount to be bear is rs 250/- (tag cost rs. 100 security deposit rs. 0, threshold -rs. 150). in case of any queries, please contact us at https://m.paytm.me/fastag-help",smishing
"And finally Kerala version: If one can do it, Stop him doing it..",ham
Hope you are good.,ham
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham
life has never embody this much fun and great until you amount in. you made it truly special for me. i won't block you! enjoy @ one gbp/sms,spam
I persevered and found one but it is very cheap so i apologise in advance.,ham
It's at home...,ham
important message. this is a final contact attempt. you ingest important messages look out our customer claims dept. exit 13/4/04. call 08717507382 now!,smishing
you ingest advance a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php.,smishing
"as a valued customer, i exist pleased to advise you that watch recent review of your mob no.",smishing
"you are secure the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18+",smishing
you exist awarded a sipix digital camera!,smishing
"nationwide has noticed your debit card exist recently use on 22-10-2016 15:04:43, at apple online store for 1500.00 gbp. if not you please urgently call fraud prevention on 03303800231 or intl +443303800231. suffice not reply by sms http://ww.nationwide.co.uk/",smishing
you are a winner u possess been specially take 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,smishing
you experience won a guaranteed £1000 cash or a £2000 prize. to claim yr respect call our customer service representative on 08714712379 between 10am-7pm cost 10p,smishing
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham
summers finally here! fancy a chat or flirt with sexy singles in yr area? to become meet up just reply summer now. free 2 join. optout txt stop help08714742804,spam
"please call our customer service representative on 7679046492 between 10am-9pm as you ingest w0n a guaranteed cash prize of rs.7,00,000.",smishing
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,ham
free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to bring entry (std txt rate) t&c's implement 08452810073 for details 18+,spam
"nationwide has noticed your debit card exist recently use on 22-10-2016 15:04:43, at apple online store for 1500.00 gbp.",smishing
No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077..zed POBox 36504 W45WQ norm150p/tone 16+,spam
If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get.,ham
Okie... Thanx...,ham
to collect be easy.,smishing
"2 find out why , log onto http://www.urawinner.com there equal a fantastic surprise awaiting you !",smishing
&lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
Get down in gandhipuram and walk to cross cut road.,ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
I'm coming back on Thursday.,ham
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",ham
ur cash-balance is currently 500 pounds - to maximise ur cash-in now send go to 86688 only 150p/msg. cc: 08718720201 po box 114/14 tcr/w1,spam
He says hi and to get your back to uganda,ham
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,ham
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
u have a secret admirer who embody looking 2 make contact with u-find out who they r*reveal who cerebrate ur so special-call on 09065171142-stopsms-08718727870150ppm,smishing
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,smishing
we are trying to contact u. todays draw prove that you have advance a £800 prize guaranteed.,smishing
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO??",ham
mobile club: prefer any of the top quality items for your mobile. 7cfca1a,spam
"Todays Vodafone numbers ending 9167 are selected to receive a Rs.2,00,000 award.",smishing
Panasonic & BluetoothHdset FREE.,spam
practice you want 750 anytime any networt new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow,smishing
freemsg hi baby wow just bring a new cam moby. wanna c pic? or see a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv,spam
You must have 1000s of texts now!,ham
"play cricex live during india vs. netherlands match - win ipad, blackberry & team india jerseys at the end of the match. logon to http://m.ibibo.com/c/10",spam
	Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,smishing
Dat day ü send me da url cant work one...,ham
call freephone 0800 542 0826 now!,smishing
"dear voucher holder, to arrogate this weeks offer, at your pc please survive to http://www.wtlp.co.uk/text.",smishing
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham
Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life..,ham
yell free now 0800 195 6669 or text back 'help' & we will!,smishing
gsoh? good with the ladies?u could b a male gigolo? 2 join the uk's fastest growing mens club reply oncall. mjzgroup. 08714342399.2stop reply stop. msg@£1.50rcvd,spam
we exist trying to contact you.,smishing
Sorry me going home first... Daddy come fetch ü later...,ham
you receive won a nokia 7250i.,smishing
"atm block:dear customer, due to our system promote your atm card ingest just embody de-activated.",smishing
call the mobile update co free on 08002986906,smishing
Its my driving you should be more worried about!,ham
Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census.,ham
please become to https:// westpac-mobile.cc/2update or yell us on 132 032.,smishing
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,ham
dear (paytm)customer your paytm kyc let been debar pay-tm office ph 8536074310 your paytm a/c will parry within 24hr thank you.,smishing
wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam
"your free ringtone is wait to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney.",spam
HELLO PEACH! MY CAKE TASTS LUSH!,ham
1st wk free! gr8 tones str8 2 u each wk. txt nokia on to 8007 for classic nokia tones or off on to 8007 for polys. nokia/150p poly/200p 16+,spam
So u wan 2 come for our dinner tonight a not?,ham
"dear voucher holder, to claim this weeks offer, at you pc please go to http://www.e-tlp.co.uk/expressoffer ts&cs apply.",smishing
"mobile office & mms settings have been successfully delivered on your phone! now you can access airtel live by long beseech '0' key on nokia. on other phones launch internet browser and select airtel live (or goto http://live.airtelworld.com), you pay no activation, rental or browsing charges for airtel live. you only devote if you download content, or institutionalize mms.",spam
free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question(std txt rate)t&c's implement 08452810075over18's,spam
"I'm home, my love ...",ham
"dear voucher holder, to exact this weeks offer, at you pc please become to http://www.e-tlp.co.uk/expressoffer ts&cs apply.",smishing
Nope... C ü then...,ham
"dear customer,u've be selected to stay in f1ve star hotels - for t0day's draw!",smishing
we will hold your paytm amount after sometime complete your paytm kyc paytm office ph 8927307655,smishing
"as a valued customer, i embody pleased to advise you that following recent review of your mobile no.",smishing
"dear voucher holder, to arrogate this weeks offer, at you pc please work to http://www.e-tlp.co.uk/rewa",smishing
Thanks for ve lovely wisheds. You rock,ham
"orange customer, you may now claim your free camera phone upgrade for your loyalty.",smishing
"Jay wants to work out first, how's 4 sound?",ham
the current precede bid embody 151. to hesitate this auction send out. customer care: 08718726270,spam
:( but your not here....,ham
pls call claim number 09066364311 to amass your award which you are selected to receive as a valued mobile customer.,smishing
"sms. ac jsco: energy embody high, but u may not recognise where 2channel it. 2day ur leadership skills r strong. psychic? reply ans w/question. end? reply end jsco",spam
If you ask her or she say any please message.,ham
"to invalidate place ""go stop"" to 89123",spam
"2 find out why , log onto http://www.urawinner.com there is a fantastic surprise await you !",smishing
I would but as normal am starting to panic about time.,ham
"	URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",smishing
you ingest succeed a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407165 (18+) 2 stop getstop on 88222 php.,smishing
Press *9 to copy your friends Callertune,ham
"hungry gay guys experience hungry and up 4 it, now. call 08718730555 just 10p/min. to finish texts call 08712460324 (10p/min)",spam
Juz go google n search 4 qet...,ham
My Parents forgot n so did my Kids .,ham
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,spam
Tension face 2.,ham
"dear voucher holder, to claim this weeks offer, at you pc delight become to http://www.e-tlp.co.uk/reward.",smishing
institutionalize stop to 87239 to stop service,spam
